source_key,name,endpoint_type,url,status,poll_interval_seconds,metadata_json
batcha-rss-013,GovInfo House Journal RSS,rss,https://www.govinfo.gov/rss/hjournal.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/hjournal.xml""}"
batcha-rss-013,GovInfo History of Bills RSS,rss,https://www.govinfo.gov/rss/hob.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/hob.xml""}"
batcha-rss-013,GovInfo Economic Indicators RSS,rss,https://www.govinfo.gov/rss/econi.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/econi.xml""}"
batcha-rss-013,GovInfo Budget RSS,rss,https://www.govinfo.gov/rss/budget.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/budget.xml""}"
batcha-rss-013,GovInfo Daily Compilation of Presidential Documents RSS,rss,https://www.govinfo.gov/rss/dcpd.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/dcpd.xml""}"
batcha-rss-013,GovInfo Economic Report of the President RSS,rss,https://www.govinfo.gov/rss/erp.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/erp.xml""}"
batcha-rss-013,GovInfo Public Papers of the Presidents RSS,rss,https://www.govinfo.gov/rss/ppp.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/ppp.xml""}"
batcha-rss-013,GovInfo Congressional Directory RSS,rss,https://www.govinfo.gov/rss/cdir.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/cdir.xml""}"
batcha-rss-013,GovInfo U.S. Court of International Trade RSS,rss,https://www.govinfo.gov/rss/uscourts-cit.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/uscourts-cit.xml""}"
batcha-rss-013,GovInfo U.S. Court of Federal Claims RSS,rss,https://www.govinfo.gov/rss/uscourts-cofc.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/uscourts-cofc.xml""}"
batcha-rss-013,GovInfo U.S. Court of Appeals D.C. Circuit RSS,rss,https://www.govinfo.gov/rss/uscourts-cadc.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.govinfo.gov/rss/uscourts-cadc.xml""}"
phase1-rss-059,Washington Post Politics RSS,rss,https://www.washingtonpost.com/arcio/rss/category/politics/,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.washingtonpost.com/arcio/rss/category/politics/""}"
phase1-rss-059,Washington Post National RSS,rss,https://feeds.washingtonpost.com/rss/national,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://feeds.washingtonpost.com/rss/national""}"
phase1-rss-059,Washington Post Technology RSS,rss,https://feeds.washingtonpost.com/rss/business/technology,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://feeds.washingtonpost.com/rss/business/technology""}"
batcha-rss-012,SCMP Targeted RSS 2,rss,https://www.scmp.com/rss/2/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.scmp.com/rss/2/feed""}"
batcha-rss-012,SCMP Targeted RSS 4,rss,https://www.scmp.com/rss/4/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.scmp.com/rss/4/feed""}"
batcha-rss-012,SCMP Targeted RSS 3,rss,https://www.scmp.com/rss/3/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.scmp.com/rss/3/feed""}"
batcha-rss-012,SCMP Targeted RSS 318215,rss,https://www.scmp.com/rss/318215/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.scmp.com/rss/318215/feed""}"
batcha-rss-012,SCMP Targeted RSS 318213,rss,https://www.scmp.com/rss/318213/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.scmp.com/rss/318213/feed""}"
batcha-rss-012,SCMP Targeted RSS 318216,rss,https://www.scmp.com/rss/318216/feed,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.scmp.com/rss/318216/feed""}"
phase1-rss-056,Politico Politics News RSS,rss,https://rss.politico.com/politics-news.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://rss.politico.com/politics-news.xml""}"
phase1-rss-056,Politico Morning Defense RSS,rss,http://rss.politico.com/morningdefense.xml,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""http://rss.politico.com/morningdefense.xml""}"
batchb-rss-005,FCC Events RSS,rss,https://www.fcc.gov/events/feed/,disabled,900,"{""inventory_version"":""0.2"",""inventory_date"":""2026-07-23"",""inventory_phase"":1,""inventory_ingestion_method"":""Native RSS"",""verification_status"":""pending_health_check"",""candidate_verified_by_user"":true,""seed_batch"":""phase1-native-rss-v0.2-batch-b"",""original_feed_url"":""https://www.fcc.gov/events/feed/""}"
